"","playerID","yearID","teamID","lgID","G","G_batting","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","G_old","awardID","tie","notes","BA","OBP","1B","SLP","pitcher","var_name","G2"
"1084","sandbry01","1988","CHN","NL",155,155,618,77,163,23,8,19,69,25,10,54,91,3,1,1,5,14,155,"Best Offensive Player At Position",FALSE,"2B",0.263754045307443,0.977578475336323,113,0.419093851132686,FALSE,0.419093851132686,333160561500390656
"1085","sandbry01","1988","CHN","NL",155,155,618,77,163,23,8,19,69,25,10,54,91,3,1,1,5,14,155,"TSN All-Star",FALSE,"2B",0.263754045307443,0.977578475336323,113,0.419093851132686,FALSE,0.419093851132686,333160561500390656
"1086","sandbry01","1989","CHN","NL",157,157,606,104,176,25,5,30,76,15,5,59,85,8,4,1,2,9,157,"Best Fielder At Postion",FALSE,"2B",0.29042904290429,0.991701244813278,116,0.496699669966997,FALSE,0.496699669966997,369145194573386432
"1087","sandbry01","1989","CHN","NL",157,157,606,104,176,25,5,30,76,15,5,59,85,8,4,1,2,9,157,"Best Offensive Player At Position",FALSE,"2B",0.29042904290429,0.991701244813278,116,0.496699669966997,FALSE,0.496699669966997,369145194573386432
"1088","sandbry01","1989","CHN","NL",157,157,606,104,176,25,5,30,76,15,5,59,85,8,4,1,2,9,157,"TSN All-Star",FALSE,"2B",0.29042904290429,0.991701244813278,116,0.496699669966997,FALSE,0.496699669966997,369145194573386432
"1089","sandbry01","1990","CHN","NL",155,155,615,116,188,30,3,40,100,25,7,50,84,8,1,0,9,8,155,"Best Fielder At Postion",FALSE,"2B",0.305691056910569,0.963709677419355,115,0.559349593495935,FALSE,0.559349593495935,333160561500390656
"1090","sandbry01","1990","CHN","NL",155,155,615,116,188,30,3,40,100,25,7,50,84,8,1,0,9,8,155,"Best Offensive Player At Position",FALSE,"2B",0.305691056910569,0.963709677419355,115,0.559349593495935,FALSE,0.559349593495935,333160561500390656
"1091","sandbry01","1990","CHN","NL",155,155,615,116,188,30,3,40,100,25,7,50,84,8,1,0,9,8,155,"TSN All-Star",FALSE,"2B",0.305691056910569,0.963709677419355,115,0.559349593495935,FALSE,0.559349593495935,333160561500390656
"1092","sandbry01","1991","CHN","NL",158,158,585,104,170,32,2,26,100,22,8,87,89,4,2,1,9,9,158,"Best Fielder At Postion",FALSE,"2B",0.290598290598291,0.966417910447761,110,0.485470085470085,FALSE,0.485470085470085,388379855336079616
"1093","sandbry01","1991","CHN","NL",158,158,585,104,170,32,2,26,100,22,8,87,89,4,2,1,9,9,158,"Best Offensive Player At Position",FALSE,"2B",0.290598290598291,0.966417910447761,110,0.485470085470085,FALSE,0.485470085470085,388379855336079616
"1094","sandbry01","1991","CHN","NL",158,158,585,104,170,32,2,26,100,22,8,87,89,4,2,1,9,9,158,"TSN All-Star",FALSE,"2B",0.290598290598291,0.966417910447761,110,0.485470085470085,FALSE,0.485470085470085,388379855336079616
"1095","sandbry01","1992","CHN","NL",158,158,612,100,186,32,8,26,87,17,6,68,73,4,1,0,6,13,158,"Best Offensive Player At Position",FALSE,"2B",0.303921568627451,0.977011494252874,120,0.509803921568627,FALSE,0.509803921568627,388379855336079616
"1096","sandbry01","1992","CHN","NL",158,158,612,100,186,32,8,26,87,17,6,68,73,4,1,0,6,13,158,"TSN All-Star",FALSE,"2B",0.303921568627451,0.977011494252874,120,0.509803921568627,FALSE,0.509803921568627,388379855336079616
"1097","sandere02","1995","CIN","NL",133,133,484,91,148,36,6,28,99,36,12,69,122,4,8,0,6,9,133,"TSN All-Star",FALSE,"OF",0.305785123966942,0.974025974025974,78,0.578512396694215,FALSE,0.578512396694215,97906861202319840
"1098","sanguma01","1971","PIT","NL",138,138,533,60,170,26,5,7,81,6,4,19,32,13,3,1,1,21,138,"TSN All-Star",FALSE,"C",0.318949343339587,0.994818652849741,132,0.425891181988743,FALSE,0.425891181988743,131532383853732096
"1099","santibe01","1987","SDN","NL",146,146,546,64,164,33,2,18,79,21,12,16,112,2,5,1,4,12,146,"Best Offensive Player At Position",FALSE,"C",0.3003663003663,0.978835978835979,111,0.467032967032967,FALSE,0.467032967032967,206453783524884736
"1100","santibe01","1987","SDN","NL",146,146,546,64,164,33,2,18,79,21,12,16,112,2,5,1,4,12,146,"TSN All-Star",FALSE,"C",0.3003663003663,0.978835978835979,111,0.467032967032967,FALSE,0.467032967032967,206453783524884736
"1101","santibe01","1988","SDN","NL",139,139,492,49,122,22,2,10,46,15,7,24,82,2,1,5,5,18,139,"Best Fielder At Postion",FALSE,"C",0.247967479674797,0.967105263157895,88,0.361788617886179,FALSE,0.361788617886179,139353667211683680
"1102","santibe01","1988","SDN","NL",139,139,492,49,122,22,2,10,46,15,7,24,82,2,1,5,5,18,139,"Best Offensive Player At Position",FALSE,"C",0.247967479674797,0.967105263157895,88,0.361788617886179,FALSE,0.361788617886179,139353667211683680
"1103","santibe01","1989","SDN","NL",129,129,462,50,109,16,3,16,62,11,6,26,89,6,1,3,2,9,129,"Best Fielder At Postion",FALSE,"C",0.235930735930736,0.985507246376812,74,0.387445887445887,FALSE,0.387445887445887,76686282021340160
"1104","santibe01","1989","SDN","NL",129,129,462,50,109,16,3,16,62,11,6,26,89,6,1,3,2,9,129,"TSN All-Star",FALSE,"C",0.235930735930736,0.985507246376812,74,0.387445887445887,FALSE,0.387445887445887,76686282021340160
"1105","santibe01","1991","SDN","NL",152,152,580,60,155,22,3,17,87,8,10,23,114,5,4,0,7,21,152,"Best Offensive Player At Position",FALSE,"C",0.267241379310345,0.962962962962963,113,0.403448275862069,FALSE,0.403448275862069,284936905588473856
"1106","santibe01","1991","SDN","NL",152,152,580,60,155,22,3,17,87,8,10,23,114,5,4,0,7,21,152,"TSN All-Star",FALSE,"C",0.267241379310345,0.962962962962963,113,0.403448275862069,FALSE,0.403448275862069,284936905588473856
"1107","santoro01","1965","CHN","NL",164,164,608,88,173,30,4,33,101,3,1,88,109,7,5,0,3,12,164,"Best Fielder At Postion",FALSE,"3B",0.284539473684211,0.988847583643123,106,0.509868421052632,FALSE,0.509868421052632,523300059815673856
"1108","santoro01","1966","CHN","NL",155,155,561,93,175,21,8,30,94,4,5,95,78,7,6,2,8,16,155,"Best Fielder At Postion",FALSE,"3B",0.311942959001783,0.971830985915493,116,0.538324420677362,FALSE,0.538324420677362,333160561500390656
"1109","santoro01","1966","CHN","NL",155,155,561,93,175,21,8,30,94,4,5,95,78,7,6,2,8,16,155,"TSN All-Star",FALSE,"3B",0.311942959001783,0.971830985915493,116,0.538324420677362,FALSE,0.538324420677362,333160561500390656
"1110","santoro01","1967","CHN","NL",161,161,586,107,176,23,4,31,98,1,5,96,103,9,3,0,12,17,161,"Best Fielder At Postion",FALSE,"3B",0.300341296928328,0.958188153310105,118,0.511945392491468,FALSE,0.511945392491468,451447246258894080
"1111","santoro01","1967","CHN","NL",161,161,586,107,176,23,4,31,98,1,5,96,103,9,3,0,12,17,161,"TSN All-Star",FALSE,"3B",0.300341296928328,0.958188153310105,118,0.511945392491468,FALSE,0.511945392491468,451447246258894080
"1112","santoro01","1968","CHN","NL",162,162,577,86,142,17,3,26,98,3,4,96,106,7,3,1,5,18,162,"Best Fielder At Postion",FALSE,"3B",0.246100519930676,0.979674796747967,96,0.421143847487002,FALSE,0.421143847487002,474373168346071296
"1113","santoro01","1968","CHN","NL",162,162,577,86,142,17,3,26,98,3,4,96,106,7,3,1,5,18,162,"TSN All-Star",FALSE,"3B",0.246100519930676,0.979674796747967,96,0.421143847487002,FALSE,0.421143847487002,474373168346071296
"1114","santoro01","1972","CHN","NL",133,133,464,68,140,25,5,17,74,1,4,69,75,5,4,2,8,13,133,"TSN All-Star",FALSE,"3B",0.301724137931034,0.963800904977376,93,0.487068965517241,FALSE,0.487068965517241,97906861202319840
"1115","scheiri01","1972","KCA","AL",134,134,450,60,135,21,4,8,66,0,1,58,40,3,4,3,3,19,134,"TSN All-Star",FALSE,"OF",0.3,0.985,102,0.417777777777778,FALSE,0.417777777777778,103953325454500096
"1116","schmimi01","1974","PHI","NL",162,162,568,108,160,28,7,36,116,23,12,106,138,14,4,3,5,4,162,"TSN All-Star",FALSE,"3B",0.28169014084507,0.981818181818182,89,0.545774647887324,FALSE,0.545774647887324,474373168346071296
"1117","schmimi01","1976","PHI","NL",160,160,584,112,153,31,4,38,107,14,9,100,149,8,11,3,7,7,160,"Best Fielder At Postion",FALSE,"3B",0.261986301369863,0.974169741697417,80,0.523972602739726,FALSE,0.523972602739726,4.294967296e+17
"1118","schmimi01","1976","PHI","NL",160,160,584,112,153,31,4,38,107,14,9,100,149,8,11,3,7,7,160,"TSN All-Star",FALSE,"3B",0.261986301369863,0.974169741697417,80,0.523972602739726,FALSE,0.523972602739726,4.294967296e+17
"1119","schmimi01","1977","PHI","NL",154,154,544,114,149,27,11,38,101,15,8,104,122,4,9,1,9,10,154,"Best Fielder At Postion",FALSE,"3B",0.273897058823529,0.966789667896679,73,0.573529411764706,FALSE,0.573529411764706,316348490636206336
"1120","schmimi01","1977","PHI","NL",154,154,544,114,149,27,11,38,101,15,8,104,122,4,9,1,9,10,154,"TSN All-Star",FALSE,"3B",0.273897058823529,0.966789667896679,73,0.573529411764706,FALSE,0.573529411764706,316348490636206336
"1121","schmimi01","1978","PHI","NL",145,145,513,93,129,27,2,21,78,19,6,91,103,12,4,0,8,4,145,"Best Fielder At Postion",FALSE,"3B",0.251461988304094,0.96551724137931,79,0.434697855750487,FALSE,0.434697855750487,195408755062890624
"1122","schmimi01","1979","PHI","NL",160,160,541,109,137,25,4,45,114,9,5,120,115,12,3,2,9,13,160,"Best Fielder At Postion",FALSE,"3B",0.253234750462107,0.966542750929368,63,0.563770794824399,FALSE,0.563770794824399,4.294967296e+17
"1123","schmimi01","1979","PHI","NL",160,160,541,109,137,25,4,45,114,9,5,120,115,12,3,2,9,13,160,"TSN All-Star",FALSE,"3B",0.253234750462107,0.966542750929368,63,0.563770794824399,FALSE,0.563770794824399,4.294967296e+17
"1124","schmimi01","1980","PHI","NL",150,150,548,104,157,25,8,48,121,12,5,89,119,10,2,0,13,6,150,"Best Fielder At Postion",FALSE,"3B",0.286496350364964,0.950191570881226,76,0.624087591240876,FALSE,0.624087591240876,2.562890625e+17
"1125","schmimi01","1980","PHI","NL",150,150,548,104,157,25,8,48,121,12,5,89,119,10,2,0,13,6,150,"Best Offensive Player At Position",FALSE,"3B",0.286496350364964,0.950191570881226,76,0.624087591240876,FALSE,0.624087591240876,2.562890625e+17
"1126","schmimi01","1980","PHI","NL",150,150,548,104,157,25,8,48,121,12,5,89,119,10,2,0,13,6,150,"TSN All-Star",FALSE,"3B",0.286496350364964,0.950191570881226,76,0.624087591240876,FALSE,0.624087591240876,2.562890625e+17
"1127","schmimi01","1982","PHI","NL",148,148,514,108,144,26,3,35,87,14,7,107,131,17,3,0,7,11,148,"Best Fielder At Postion",FALSE,"3B",0.280155642023346,0.973180076628352,80,0.546692607003891,FALSE,0.546692607003891,230193853492166656
"1128","schmimi01","1982","PHI","NL",148,148,514,108,144,26,3,35,87,14,7,107,131,17,3,0,7,11,148,"Best Offensive Player At Position",FALSE,"3B",0.280155642023346,0.973180076628352,80,0.546692607003891,FALSE,0.546692607003891,230193853492166656
